player_name,player_id,season,injury,from,until,days_missed,games_missed,age,dob,nationality_id,nationality_name,club_name,league_id,league_name,overall,value_eur,wage_eur,height_cm,weight_kg,club_position,fifa_update_date,short_name,long_name,combined_name,preferred_foot,work_rate,body_type,pace,month,injury_category,position_category
Luigi Sepe,99254,22/23,Calf muscle tear,2022-12-09,2023-01-26,48,4,31,1991-05-08,27,Italy,Salernitana,31,Serie A,74,2200000,17000,185,75,GK,2022-09-01,L. Sepe,Luigi Sepe,Luigi Sepe,Left,Medium/Medium,Normal (185+),NA,Dec,muscle injuries,goalkeepers
Fredrik Gulbrandsen,110708,22/23,unknown injury,2023-01-09,2023-03-02,52,6,29,1992-09-10,36,Norway,Adana Demirspor,68,Super Lig,72,2300000,18000,175,79,SUB,2022-09-26,F. Gulbrandsen,Fredrik Gulbrandsen,Fredrik Gulbrandsen,Right,High/High,Normal (170-185),85,Jan,unknown injuries,other
Bruno Martins Indi,112052,22/23,Thigh problems,2022-09-27,2023-09-18,356,52,30,1992-02-08,34,Netherlands,AZ,10,Eredivisie,75,4600000,10000,185,76,LCB,2022-09-01,B. Martins Indi,Bruno Maximiliano Martins Indi,Bruno Martins Indi,Left,Medium/Medium,Normal (185+),44,Sep,miscellaneous,defenders
Bruno Martins Indi,112052,22/23,Groin injury,2022-08-31,2022-09-14,14,4,30,1992-02-08,34,Netherlands,AZ,10,Eredivisie,75,4600000,10000,185,76,LCB,2022-09-01,B. Martins Indi,Bruno Maximiliano Martins Indi,Bruno Martins Indi,Left,Medium/Medium,Normal (185+),44,Aug,muscle injuries,defenders
Marcus Bettinelli,116648,22/23,unknown injury,2023-04-27,2023-10-16,172,16,30,1992-05-24,14,England,Chelsea,13,Premier League,70,1200000,33000,194,82,RES,2022-09-01,M. Bettinelli,Marcus Bettinelli,Marcus Bettinelli,Right,Medium/Medium,Normal (185+),NA,Apr,unknown injuries,other
Cristiano Biraghi,124555,22/23,flu,2023-03-25,2023-03-31,6,1,29,1992-09-01,27,Italy,Fiorentina,31,Serie A,80,18500000,58000,185,78,LB,2022-09-01,C. Biraghi,Cristiano Biraghi,Cristiano Biraghi,Left,Medium/Medium,Normal (185+),76,Mar,illnesses and infections,defenders
Layvin Kurzawa,126710,22/23,Collateral ligament tear,2023-02-27,2023-06-30,123,NA,29,1992-09-04,18,France,Paris Saint Germain,16,Ligue 1,75,4900000,57000,182,74,RES,2022-09-01,L. Kurzawa,Layvin Kurzawa,Layvin Kurzawa,Left,High/Low,Lean (170-185),71,Feb,muscle injuries,other
Layvin Kurzawa,126710,22/23,Knock,2022-10-08,2022-11-02,25,5,29,1992-09-04,18,France,Paris Saint Germain,16,Ligue 1,75,4900000,57000,182,74,RES,2022-09-01,L. Kurzawa,Layvin Kurzawa,Layvin Kurzawa,Left,High/Low,Lean (170-185),71,Oct,bruises and contusions,other
Steven Berghuis,129554,22/23,Knock,2023-05-05,2023-05-27,22,3,30,1991-12-19,34,Netherlands,Ajax,10,Eredivisie,82,29500000,25000,182,75,CAM,2022-09-01,S. Berghuis,Steven Berghuis,Steven Berghuis,Left,High/Medium,Lean (170-185),80,May,bruises and contusions,midfielders
Steven Berghuis,129554,22/23,Ill,2023-01-07,2023-01-13,6,2,30,1991-12-19,34,Netherlands,Ajax,10,Eredivisie,82,29500000,25000,182,75,CAM,2022-09-01,S. Berghuis,Steven Berghuis,Steven Berghuis,Left,High/Medium,Lean (170-185),80,Jan,illnesses and infections,midfielders
Jordan Pickford,130164,22/23,Thigh problems,2022-09-09,2022-09-27,18,3,28,1994-03-07,14,England,Everton,13,Premier League,82,26000000,45000,185,77,GK,2022-09-01,J. Pickford,Jordan Pickford,Jordan Pickford,Left,Medium/Medium,Normal (185+),NA,Sep,miscellaneous,goalkeepers
Julian Jeanvier,134277,22/23,horse kiss,2023-02-02,2023-02-20,18,4,29,1993-03-31,118,Guinea,Auxerre,16,Ligue 1,70,1300000,10000,185,84,LCB,2022-09-01,J. Jeanvier,Julian Jeanvier,Julian Jeanvier,Right,Medium/Medium,Stocky (185+),63,Feb,back injuries,defenders
Julian Jeanvier,134277,22/23,Injury to the ankle,2022-08-22,2022-09-28,37,7,29,1993-03-31,118,Guinea,Auxerre,16,Ligue 1,70,1300000,10000,185,84,LCB,2022-09-01,J. Jeanvier,Julian Jeanvier,Julian Jeanvier,Right,Medium/Medium,Stocky (185+),63,Aug,miscellaneous,defenders
Matias Vecino,143812,22/23,Knee problems,2023-06-04,2023-06-22,18,3,30,1991-08-24,60,Uruguay,Lazio,31,Serie A,77,10000000,45000,187,81,SUB,2022-09-01,M. Vecino,Matías Vecino Falero,Matías Vecino,Right,High/Medium,Lean (185+),62,Jun,joint and ligament injuries,other
Matias Vecino,143812,22/23,Hamstring muscle injury,2023-05-04,2023-05-15,11,2,30,1991-08-24,60,Uruguay,Lazio,31,Serie A,77,10000000,45000,187,81,SUB,2022-09-01,M. Vecino,Matías Vecino Falero,Matías Vecino,Right,High/Medium,Lean (185+),62,May,muscle injuries,other
Matias Vecino,143812,22/23,Knee problems,2023-04-12,2023-04-19,7,1,30,1991-08-24,60,Uruguay,Lazio,31,Serie A,77,10000000,45000,187,81,SUB,2022-09-01,M. Vecino,Matías Vecino Falero,Matías Vecino,Right,High/Medium,Lean (185+),62,Apr,joint and ligament injuries,other
Sebastian Andersson,147573,22/23,Knee surgery,2022-09-01,2023-04-04,215,28,30,1991-07-15,46,Sweden,FC Köln,19,Bundesliga,71,1800000,18000,190,86,RES,2022-09-01,S. Andersson,Sebastian Andersson,Sebastian Andersson,Right,Medium/Medium,Normal (185+),48,Sep,surgeries,other
Tasos Douvikas,523318,22/23,Ill,2022-11-10,2022-11-15,5,1,22,1999-08-02,22,Greece,FC Utrecht,10,Eredivisie,70,3300000,9000,186,76,SUB,2022-09-01,T. Douvikas,Tasos Douvikas,Tasos Douvikas,Right,High/Medium,Normal (185+),81,Nov,illnesses and infections,other
Lucas Bernadou,536480,22/23,unknown injury,2023-03-29,2023-04-05,7,1,21,2000-09-24,18,France,FC Emmen,10,Eredivisie,64,925000,2000,178,65,RDM,2022-09-01,L. Bernadou,Lucas Bernadou,Lucas Bernadou,Right,Medium/Medium,Lean (170-185),57,Mar,unknown injuries,midfielders
Lucas Bernadou,536480,22/23,strain,2022-10-14,2022-10-27,13,3,21,2000-09-24,18,France,FC Emmen,10,Eredivisie,64,925000,2000,178,65,RDM,2022-09-01,L. Bernadou,Lucas Bernadou,Lucas Bernadou,Right,Medium/Medium,Lean (170-185),57,Oct,muscle injuries,midfielders
Lucas Bernadou,536480,22/23,Broken nose bone,2022-09-18,2022-09-30,12,1,21,2000-09-24,18,France,FC Emmen,10,Eredivisie,64,925000,2000,178,65,RDM,2022-09-01,L. Bernadou,Lucas Bernadou,Lucas Bernadou,Right,Medium/Medium,Lean (170-185),57,Sep,bone injuries,midfielders
Lucas Bernadou,536480,22/23,minor knock,2022-07-30,2022-08-05,6,NA,21,2000-09-24,18,France,FC Emmen,10,Eredivisie,64,925000,2000,178,65,RDM,2022-09-01,L. Bernadou,Lucas Bernadou,Lucas Bernadou,Right,Medium/Medium,Lean (170-185),57,Jul,bruises and contusions,midfielders
Luka Stankovski,626771,22/23,unknown injury,2023-01-11,2023-01-16,5,1,19,2002-09-02,19,North Macedonia,Gaziantep F.K.,68,Super Lig,62,950000,2000,190,76,SUB,2022-09-01,L. Stankovski,Luka Stankovski,Luka Stankovski,Right,High/Medium,Lean (185+),54,Jan,unknown injuries,other
Alfie Devine,728734,22/23,Hamstring injury,2022-08-11,2022-09-25,45,11,17,2004-08-01,14,England,Tottenham Hotspur,13,Premier League,60,775000,1000,180,70,RES,2022-09-01,A. Devine,Alfie Devine,Alfie Devine,Right,High/Medium,Lean (170-185),64,Aug,muscle injuries,other
Mark Diemers,187507,22/23,pneumonia,2023-04-07,2023-04-13,6,1,28,1993-10-11,34,Netherlands,Feyenoord,10,Eredivisie,70,1600000,7000,175,68,SUB,2022-09-01,M. Diemers,Mark Diemers,Mark Diemers,Right,Medium/Medium,Normal (170-185),68,Apr,illnesses and infections,other
Michael Zetterer,196813,22/23,Ill,2023-03-21,2023-03-27,6,NA,26,1995-07-12,21,Germany,Werder Bremen,19,Bundesliga,68,1200000,7000,187,81,SUB,2022-09-01,M. Zetterer,Michael Zetterer,Michael Zetterer,Right,Medium/Medium,Stocky (185+),NA,Mar,illnesses and infections,other
Haji Wright,315291,22/23,Hamstring strain,2023-01-07,2023-02-27,51,10,24,1998-03-27,95,United States,Antalyaspor,68,Super Lig,68,1900000,10000,193,90,ST,2022-09-01,H. Wright,Haji Wright,Haji Wright,Right,Medium/Low,Normal (185+),77,Jan,muscle injuries,forwards
Kerim Alici,341646,22/23,unknown injury,2022-10-09,2022-10-16,7,2,25,1997-06-24,48,Turkey,Hatayspor,68,Super Lig,65,975000,3000,183,73,SUB,2022-09-26,K. Alıcı,Kerim Alıcı,Kerim Alıcı,Right,Medium/Medium,Normal (170-185),73,Oct,unknown injuries,other
Kerim Alici,341646,22/23,Calf injury,2022-08-21,2022-09-22,32,4,25,1997-06-24,48,Turkey,Hatayspor,68,Super Lig,65,975000,3000,183,73,SUB,2022-09-26,K. Alıcı,Kerim Alıcı,Kerim Alıcı,Right,Medium/Medium,Normal (170-185),73,Aug,muscle injuries,other
Luca Valzania,287663,22/23,Cruciate ligament injury,2023-02-27,2023-09-25,210,10,26,1996-03-05,27,Italy,Cremonese,31,Serie A,69,1800000,7000,184,77,SUB,2022-09-01,L. Valzania,Luca Valzania,Luca Valzania,Right,High/Medium,Lean (170-185),67,Feb,joint and ligament injuries,other
Ferland Mendy,291417,22/23,Muscle injury,2023-03-20,2023-05-11,52,12,27,1995-06-08,18,France,Real Madrid,53,La Liga,83,38000000,170000,180,73,LB,2022-09-01,F. Mendy,Ferland Mendy,Ferland Mendy,Left,High/High,Unique,92,Mar,muscle injuries,defenders
Ferland Mendy,291417,22/23,Muscle injury,2023-01-31,2023-03-12,40,11,27,1995-06-08,18,France,Real Madrid,53,La Liga,83,38000000,170000,180,73,LB,2022-09-01,F. Mendy,Ferland Mendy,Ferland Mendy,Left,High/High,Unique,92,Jan,muscle injuries,defenders
Fode Ballo-Toure,296422,22/23,Acromioclavicular joint dislocation,2022-12-30,2023-01-28,29,10,25,1997-01-03,136,Senegal,Milan,31,Serie A,72,3000000,32000,182,70,SUB,2022-09-01,F. Ballo-Touré,Fodé Ballo-Touré,Fodé Ballo-Touré,Left,High/Medium,Lean (170-185),85,Dec,joint and ligament injuries,other
Artem Besedin,305415,22/23,Ligament injury,2023-05-22,2023-07-02,41,NA,26,1996-03-31,49,Ukraine,Dynamo Kyiv,332,Premier League,70,2100000,650,190,84,ST,2022-09-01,A. Besedin,Artem Besedin,Artem Besedin,Right,High/High,Normal (185+),71,May,joint and ligament injuries,forwards
Azor Matusiwa,315145,22/23,Adductor pain,2022-08-19,2022-09-30,42,6,24,1998-04-28,34,Netherlands,Reims,16,Ligue 1,74,5500000,16000,173,72,RCM,2022-09-01,A. Matusiwa,Azor Matusiwa,Azor Matusiwa,Right,Medium/High,Normal (170-185),56,Aug,muscle injuries,midfielders
Matthijs de Ligt,326031,22/23,Virus,2023-03-23,2023-03-25,2,1,22,1999-08-12,34,Netherlands,FC Bayern München,19,Bundesliga,85,71000000,77000,189,89,RCB,2022-09-01,M. de Ligt,Matthijs de Ligt,Matthijs de Ligt,Right,Medium/High,Unique,75,Mar,illnesses and infections,defenders
Matthijs de Ligt,326031,22/23,Inner ligament stretch of the knee,2022-10-31,2022-11-10,10,3,22,1999-08-12,34,Netherlands,FC Bayern München,19,Bundesliga,85,71000000,77000,189,89,RCB,2022-09-01,M. de Ligt,Matthijs de Ligt,Matthijs de Ligt,Right,Medium/High,Unique,75,Oct,joint and ligament injuries,defenders
Matthijs de Ligt,326031,22/23,Adductor pain,2022-10-10,2022-10-13,3,1,22,1999-08-12,34,Netherlands,FC Bayern München,19,Bundesliga,85,71000000,77000,189,89,RCB,2022-09-01,M. de Ligt,Matthijs de Ligt,Matthijs de Ligt,Right,Medium/High,Unique,75,Oct,muscle injuries,defenders
Jiri Pavlenka,260053,22/23,Ill,2023-03-17,2023-03-20,3,1,30,1992-04-14,12,Czech Republic,Werder Bremen,19,Bundesliga,78,9500000,21000,196,81,GK,2022-09-01,J. Pavlenka,Jiří Pavlenka,Jiří Pavlenka,Right,Medium/Medium,Normal (185+),NA,Mar,illnesses and infections,goalkeepers
Jiri Pavlenka,260053,22/23,Thigh problems,2022-09-12,2022-09-15,3,NA,30,1992-04-14,12,Czech Republic,Werder Bremen,19,Bundesliga,78,9500000,21000,196,81,GK,2022-09-01,J. Pavlenka,Jiří Pavlenka,Jiří Pavlenka,Right,Medium/Medium,Normal (185+),NA,Sep,miscellaneous,goalkeepers
Hannes Wolf,321070,22/23,Shoulder injury,2022-09-19,2022-12-12,84,9,23,1999-04-16,4,Austria,Borussia Mönchengladbach,19,Bundesliga,72,4700000,17000,179,71,SUB,2022-09-01,H. Wolf,Hannes Wolf,Hannes Wolf,Left,Medium/Medium,Lean (170-185),76,Sep,miscellaneous,other
Hannes Wolf,321070,22/23,Hamstring injury,2022-07-18,2022-08-04,17,1,23,1999-04-16,4,Austria,Borussia Mönchengladbach,19,Bundesliga,72,4700000,17000,179,71,SUB,2022-09-01,H. Wolf,Hannes Wolf,Hannes Wolf,Left,Medium/Medium,Lean (170-185),76,Jul,muscle injuries,other
Bart Ramselaar,326701,22/23,unknown injury,2023-04-12,2023-04-19,7,1,26,1996-06-29,34,Netherlands,FC Utrecht,10,Eredivisie,74,5000000,15000,178,74,RES,2022-09-01,B. Ramselaar,Bart Ramselaar,Bart Ramselaar,Right,High/Medium,Normal (170-185),84,Apr,unknown injuries,other
Luka Lochoshvili,345189,22/23,unknown injury,2023-06-01,2023-06-05,4,2,24,1998-05-29,20,Georgia,Wolfsberger AC,80,Bundesliga,68,1600000,6000,191,84,LCB,2022-09-01,L. Lochoshvili,Luka Lochoshvili,Luka Lochoshvili,Left,Medium/Medium,Normal (185+),53,Jun,unknown injuries,defenders
Luka Lochoshvili,345189,22/23,Adductor injury,2023-01-16,2023-02-15,30,6,24,1998-05-29,20,Georgia,Wolfsberger AC,80,Bundesliga,68,1600000,6000,191,84,LCB,2022-09-01,L. Lochoshvili,Luka Lochoshvili,Luka Lochoshvili,Left,Medium/Medium,Normal (185+),53,Jan,muscle injuries,defenders
Abdullah Yigiter,393371,22/23,Fracture of fibula shaft,2023-03-29,2023-06-30,93,NA,22,2000-02-20,48,Turkey,Hatayspor,68,Super Lig,65,925000,2000,189,79,SUB,2022-09-01,A. Yiğiter,Abdullah Yiğiter,Abdullah Yiğiter,Right,Medium/Medium,Lean (185+),NA,Mar,bone injuries,other
Cody Gakpo,434675,22/23,Virus,2023-03-23,2023-03-26,3,1,23,1999-05-07,34,Netherlands,PSV,10,Eredivisie,83,52000000,29000,189,76,LW,2022-09-01,C. Gakpo,Cody Mathès Gakpo,Cody Gakpo,Right,Medium/Medium,Lean (185+),87,Mar,illnesses and infections,forwards
Jan Olschowsky,455922,22/23,Broken thumb,2023-06-01,2023-07-31,60,NA,20,2001-11-18,21,Germany,Borussia Mönchengladbach,19,Bundesliga,63,1000000,3000,184,83,RES,2022-09-01,J. Olschowsky,Jan Jakob Olschowsky,Jan Olschowsky,Right,Medium/Medium,Normal (170-185),NA,Jun,bone injuries,other
Jan Olschowsky,455922,22/23,Virus,2023-02-27,2023-03-13,14,2,20,2001-11-18,21,Germany,Borussia Mönchengladbach,19,Bundesliga,63,1000000,3000,184,83,RES,2022-09-01,J. Olschowsky,Jan Jakob Olschowsky,Jan Olschowsky,Right,Medium/Medium,Normal (170-185),NA,Feb,illnesses and infections,other
Jan Olschowsky,455922,22/23,Thumb injury,2023-02-22,2023-02-26,4,1,20,2001-11-18,21,Germany,Borussia Mönchengladbach,19,Bundesliga,63,1000000,3000,184,83,RES,2022-09-01,J. Olschowsky,Jan Jakob Olschowsky,Jan Olschowsky,Right,Medium/Medium,Normal (170-185),NA,Feb,miscellaneous,other
Jacek Goralski,199297,22/23,Muscle injury,2022-10-10,2023-01-07,89,7,29,1992-09-21,37,Poland,VfL Bochum 1848,19,Bundesliga,73,2600000,19000,172,66,SUB,2022-09-01,J. Góralski,Jacek Góralski,Jacek Góralski,Right,Medium/High,Lean (170-185),69,Oct,muscle injuries,other
Jacek Goralski,199297,22/23,Muscle injury,2022-09-01,2022-09-26,25,3,29,1992-09-21,37,Poland,VfL Bochum 1848,19,Bundesliga,73,2600000,19000,172,66,SUB,2022-09-01,J. Góralski,Jacek Góralski,Jacek Góralski,Right,Medium/High,Lean (170-185),69,Sep,muscle injuries,other
Jacek Goralski,199297,22/23,Eye injury,2022-07-11,2022-08-18,38,3,29,1992-09-21,37,Poland,VfL Bochum 1848,19,Bundesliga,73,2600000,19000,172,66,SUB,2022-09-01,J. Góralski,Jacek Góralski,Jacek Góralski,Right,Medium/High,Lean (170-185),69,Jul,head and neck injuries,other
Nabil Fekir,203496,22/23,Cruciate ligament tear,2023-02-27,2023-09-17,202,22,28,1993-07-18,18,France,Real Betis,53,La Liga,85,54500000,48000,173,75,CAM,2022-09-01,N. Fekir,Nabil Fekir,Nabil Fekir,Left,High/Medium,Stocky (170-185),83,Feb,joint and ligament injuries,midfielders
Nabil Fekir,203496,22/23,Muscle injury,2023-01-16,2023-01-25,9,2,28,1993-07-18,18,France,Real Betis,53,La Liga,85,54500000,48000,173,75,CAM,2022-09-01,N. Fekir,Nabil Fekir,Nabil Fekir,Left,High/Medium,Stocky (170-185),83,Jan,muscle injuries,midfielders
Nabil Fekir,203496,22/23,Calf muscle tear,2022-09-03,2022-10-01,28,5,28,1993-07-18,18,France,Real Betis,53,La Liga,85,54500000,48000,173,75,CAM,2022-09-01,N. Fekir,Nabil Fekir,Nabil Fekir,Left,High/Medium,Stocky (170-185),83,Sep,muscle injuries,midfielders
Taylan Antalyali,204176,22/23,Outer ligament problems,2023-05-21,2023-05-28,7,2,27,1995-01-08,48,Turkey,Galatasaray,68,Super Lig,72,2400000,37000,180,71,SUB,2022-09-01,T. Antalyalı,Taylan Antalyalı,Taylan Antalyalı,Right,Medium/High,Normal (170-185),64,May,joint and ligament injuries,other
Taylan Antalyali,204176,22/23,unknown injury,2023-01-14,2023-01-21,7,2,27,1995-01-08,48,Turkey,Galatasaray,68,Super Lig,72,2400000,37000,180,71,SUB,2022-09-01,T. Antalyalı,Taylan Antalyalı,Taylan Antalyalı,Right,Medium/High,Normal (170-185),64,Jan,unknown injuries,other
Norbert Gyomber,205054,22/23,unknown injury,2023-05-03,2023-05-12,9,2,29,1992-07-03,43,Slovakia,Salernitana,31,Serie A,71,1600000,16000,189,74,RCB,2022-09-01,N. Gyömbér,Norbert Gyömbér,Norbert Gyömbér,Right,Medium/High,Lean (185+),62,May,unknown injuries,defenders
Norbert Gyomber,205054,22/23,unknown injury,2023-01-21,2023-02-10,20,3,29,1992-07-03,43,Slovakia,Salernitana,31,Serie A,71,1600000,16000,189,74,RCB,2022-09-01,N. Gyömbér,Norbert Gyömbér,Norbert Gyömbér,Right,Medium/High,Lean (185+),62,Jan,unknown injuries,defenders
Norbert Gyomber,205054,22/23,muscular problems,2022-10-30,2023-01-06,68,7,29,1992-07-03,43,Slovakia,Salernitana,31,Serie A,71,1600000,16000,189,74,RCB,2022-09-01,N. Gyömbér,Norbert Gyömbér,Norbert Gyömbér,Right,Medium/High,Lean (185+),62,Oct,muscle injuries,defenders
Marko Pjaca,205940,22/23,unknown injury,2023-04-29,2023-05-03,4,1,27,1995-05-06,10,Croatia,Juventus,31,Serie A,75,6500000,81000,186,83,SUB,2022-09-01,M. Pjaca,Marko Pjaca,Marko Pjaca,Right,Medium/Medium,Normal (185+),77,Apr,unknown injuries,other
Jimmy Cabot,206912,22/23,Cruciate ligament tear,2022-10-16,NA,499,63,28,1994-04-18,18,France,Lens,16,Ligue 1,75,5500000,30000,164,64,SUB,2022-09-01,J. Cabot,Jimmy Cabot,Jimmy Cabot,Right,High/Medium,Normal (170-),88,Oct,joint and ligament injuries,other
Luca Mazzitelli,226025,22/23,muscular problems,2023-03-03,2023-05-11,69,9,26,1995-11-15,27,Italy,Monza,31,Serie A,71,2400000,28000,187,76,SUB,2022-09-01,L. Mazzitelli,Luca Mazzitelli,Luca Mazzitelli,Right,Medium/Medium,Normal (185+),53,Mar,muscle injuries,other
Luca Mazzitelli,226025,22/23,Calf injury,2022-12-21,2023-01-20,30,2,26,1995-11-15,27,Italy,Monza,31,Serie A,71,2400000,28000,187,76,SUB,2022-09-01,L. Mazzitelli,Luca Mazzitelli,Luca Mazzitelli,Right,Medium/Medium,Normal (185+),53,Dec,muscle injuries,other
Brandley Kuwas,232219,22/23,unknown injury,2023-05-30,2023-06-08,9,3,29,1992-09-19,85,Curacao,Giresunspor,68,Super Lig,71,1800000,10000,181,77,SUB,2022-09-26,B. Kuwas,Brandley Mack-Olien Kuwas,Brandley Kuwas,Left,Medium/Medium,Normal (170-185),78,May,unknown injuries,other
Dario Van den Buijs,235274,22/23,unknown injury,2023-01-29,2023-02-09,11,2,26,1995-09-12,7,Belgium,RKC Waalwijk,10,Eredivisie,66,1000000,2000,188,74,LCB,2022-09-01,D. Van den Buijs,Dario Van den Buijs,Dario Van den Buijs,Left,Medium/Medium,Lean (185+),65,Jan,unknown injuries,defenders
Dario Van den Buijs,235274,22/23,unknown injury,2022-08-24,2022-09-01,8,1,26,1995-09-12,7,Belgium,RKC Waalwijk,10,Eredivisie,66,1000000,2000,188,74,LCB,2022-09-01,D. Van den Buijs,Dario Van den Buijs,Dario Van den Buijs,Left,Medium/Medium,Lean (185+),65,Aug,unknown injuries,defenders
Leo Dubois,236400,22/23,Fitness,2022-08-25,2022-08-29,4,1,27,1994-09-14,18,France,Galatasaray,68,Super Lig,76,8000000,51000,178,65,RB,2022-09-01,L. Dubois,Léo Dubois,Léo Dubois,Right,High/Medium,Lean (170-185),70,Aug,rest and fitness,defenders
Leo Dubois,236400,22/23,Calf muscle tear,2022-07-31,2022-08-25,25,3,27,1994-09-14,18,France,Galatasaray,68,Super Lig,76,8000000,51000,178,65,RB,2022-09-01,L. Dubois,Léo Dubois,Léo Dubois,Right,High/Medium,Lean (170-185),70,Jul,muscle injuries,defenders
Elio Capradossi,238947,22/23,Meniscus damage,2023-04-01,2023-07-01,91,13,26,1996-03-11,27,Italy,Spezia,31,Serie A,71,2000000,11000,185,78,SUB,2022-09-01,E. Capradossi,Elio Capradossi,Elio Capradossi,Left,Medium/High,Lean (185+),60,Apr,joint and ligament injuries,other
Dogan Erdogan,239733,22/23,Back injury,2023-02-23,2023-03-15,20,3,25,1996-08-22,48,Turkey,Fortuna Sittard,10,Eredivisie,65,850000,4000,182,79,RCM,2022-09-01,D. Erdoğan,Doğan Erdoğan,Doğan Erdoğan,Right,Medium/High,Normal (170-185),62,Feb,back injuries,midfielders
Kevin Bonifazi,247377,22/23,Lumbago,2023-03-27,2023-03-31,4,NA,26,1996-05-19,27,Italy,Bologna,31,Serie A,73,3300000,23000,187,85,LCB,2022-09-01,K. Bonifazi,Kevin Bonifazi,Kevin Bonifazi,Right,Medium/High,Normal (185+),52,Mar,rest and fitness,defenders
Kevin Bonifazi,247377,22/23,Knee injury,2022-10-23,2023-03-01,129,15,26,1996-05-19,27,Italy,Bologna,31,Serie A,73,3300000,23000,187,85,LCB,2022-09-01,K. Bonifazi,Kevin Bonifazi,Kevin Bonifazi,Right,Medium/High,Normal (185+),52,Oct,joint and ligament injuries,defenders
Nicolo Barella,255942,22/23,unknown injury,2023-03-23,2023-03-27,4,1,25,1997-02-07,27,Italy,Inter,31,Serie A,86,89500000,110000,172,68,RCM,2022-09-01,N. Barella,Nicolò Barella,Nicolò Barella,Right,High/High,Normal (170-),79,Mar,unknown injuries,midfielders
Nicolo Barella,255942,22/23,Muscle fatigue,2023-01-08,2023-01-13,5,1,25,1997-02-07,27,Italy,Inter,31,Serie A,86,89500000,110000,172,68,RCM,2022-09-01,N. Barella,Nicolò Barella,Nicolò Barella,Right,High/High,Normal (170-),79,Jan,muscle injuries,midfielders
Filippo Romagna,256678,22/23,Fitness,2022-09-01,2022-09-30,29,3,25,1997-05-26,27,Italy,Sassuolo,31,Serie A,69,1600000,13000,186,75,RES,2022-09-01,F. Romagna,Filippo Romagna,Filippo Romagna,Right,Low/High,Normal (185+),52,Sep,rest and fitness,other
Joost van Aken,261546,22/23,Knee injury,2023-03-22,2023-06-30,100,10,28,1994-05-13,34,Netherlands,SC Heerenveen,10,Eredivisie,67,975000,3000,193,75,LCB,2022-09-01,J. van Aken,Joost van Aken,Joost van Aken,Left,Medium/Medium,Lean (185+),59,Mar,joint and ligament injuries,defenders
Joost van Aken,261546,22/23,Hamstring injury,2022-09-25,2022-10-20,25,4,28,1994-05-13,34,Netherlands,SC Heerenveen,10,Eredivisie,67,975000,3000,193,75,LCB,2022-09-01,J. van Aken,Joost van Aken,Joost van Aken,Left,Medium/Medium,Lean (185+),59,Sep,muscle injuries,defenders
Lois Diony,126552,22/23,Cruciate ligament tear,2022-09-27,2023-05-10,225,29,29,1992-12-20,18,France,Angers SCO,16,Ligue 1,73,3000000,21000,183,82,ST,2022-09-01,L. Diony,Loïs Diony,Loïs Diony,Right,Medium/Medium,Stocky (170-185),71,Sep,joint and ligament injuries,forwards
Benjamin Stambouli,127160,22/23,unknown injury,2023-05-06,2023-05-19,13,2,31,1990-08-13,18,France,Adana Demirspor,68,Super Lig,73,2100000,16000,180,82,SUB,2022-09-01,B. Stambouli,Benjamin Stambouli,Benjamin Stambouli,Right,Medium/High,Normal (170-185),50,May,unknown injuries,other
Thomas Monconduit,127182,22/23,Adductor pain,2023-04-16,2023-05-02,16,3,31,1991-02-10,18,France,Lorient,16,Ligue 1,72,1600000,13000,184,83,SUB,2022-09-01,T. Monconduit,Thomas Monconduit,Thomas Monconduit,Right,High/High,Normal (170-185),50,Apr,muscle injuries,other
Thomas Monconduit,127182,22/23,Thigh problems,2023-03-17,2023-04-03,17,2,31,1991-02-10,18,France,Lorient,16,Ligue 1,72,1600000,13000,184,83,SUB,2022-09-01,T. Monconduit,Thomas Monconduit,Thomas Monconduit,Right,High/High,Normal (170-185),50,Mar,miscellaneous,other
Thomas Monconduit,127182,22/23,Calf injury,2022-11-01,2023-01-09,69,4,31,1991-02-10,18,France,Lorient,16,Ligue 1,72,1600000,13000,184,83,SUB,2022-09-01,T. Monconduit,Thomas Monconduit,Thomas Monconduit,Right,High/High,Normal (170-185),50,Nov,muscle injuries,other
Jack Butland,128899,22/23,Broken finger,2022-07-19,2022-11-13,117,16,29,1993-03-10,14,England,Crystal Palace,13,Premier League,73,2100000,31000,196,95,SUB,2022-09-01,J. Butland,Jack Butland,Jack Butland,Right,Medium/Medium,Normal (185+),NA,Jul,bone injuries,other
Kevin Lasagna,131951,22/23,muscular problems,2023-04-21,2023-06-08,48,9,29,1992-08-10,27,Italy,Hellas Verona,31,Serie A,73,3000000,24000,186,80,SUB,2022-09-01,K. Lasagna,Kevin Lasagna,Kevin Lasagna,Left,High/Low,Lean (185+),87,Apr,muscle injuries,other
Kevin Lasagna,131951,22/23,unknown injury,2023-03-12,2023-03-18,6,1,29,1992-08-10,27,Italy,Hellas Verona,31,Serie A,73,3000000,24000,186,80,SUB,2022-09-01,K. Lasagna,Kevin Lasagna,Kevin Lasagna,Left,High/Low,Lean (185+),87,Mar,unknown injuries,other
